"Accomp" "Depers" "Exhaust" "WorkSat" "hosp"
7.63873628352016 2.30925307689368 4.17967626599817 5.91177543063335 1
5.64627817892219 2.7774568917834 1.73944670534332 6.49232388498906 1
6.96613139741831 3.41463119008331 3.34981649111426 4.52458737326844 1
6.88847756929233 3.1987754320599 3.05605826620764 5.0441025419607 1
5.44010667793433 2.26379197936748 1.88539883847845 4.97270773409252 1
6.84670126887293 4.0913941859052 3.83652411481996 6.75201348405426 1
6.26215479186227 1.789303566213 2.08801403734384 7.05996510774512 1
6.31547280833816 0.970085543966279 2.05871361059196 5.94915771253771 1
6.97044067469723 3.12368625631624 3.0968727835915 6.69391604566327 1
6.77704822807758 2.03748552534729 3.24304282564183 6.56876625707878 1
5.80900180849279 4.19149774675744 3.21802796631163 3.98803864894446 1
6.19574396535608 3.3502453575009 4.36012927048775 5.72086874939812 1
6.29092591377426 3.58652924248282 3.93653651889348 4.57581558509983 1
7.22693295686207 1.89565144375389 4.29510060770621 5.18535978065913 1
6.87805065901244 1.89024569802003 4.44058892189633 4.170319933529 1
6.80751370292164 2.89054838631037 2.60473832664947 6.9580815975033 1
5.74517515167457 1.54364458822061 3.5180475568187 4.86249594814206 1
4.93344298169746 2.40584892009949 3.02680179483118 4.90670897791188 1
6.97189340868855 3.10130640917095 4.35181740413736 4.63589639180611 1
6.28540459967731 1.78006816908089 1.71309866170368 7.18454762112062 1
5.95479651055662 2.83583056333792 2.68260231451842 6.75284856907332 1
6.57142055058563 2.08936078969731 3.79894013892127 4.41642700003943 1
6.63935177067668 3.06154306825761 4.67511201983814 6.4140897753129 1
6.95896017615952 3.28756448382564 4.27517865267146 5.48536999915479 1
5.98579826160536 2.12816177248298 1.39429949905584 5.90654366173035 1
6.37193861519194 1.50149023262247 4.49770983674469 4.45833429427759 1
5.97818346555177 2.89672933648283 1.78935540371249 6.2894430818713 1
5.85575392809723 3.02063716843796 2.02108515210875 6.11368610005106 1
6.02669429864597 0.909316261906627 2.50138800067801 6.46083440458983 1
5.61600597656364 3.18108449377329 2.61125229177748 5.3569111176423 1
6.20036645155172 4.19365933145556 3.95514753465278 2.85488502592855 1
5.73174404489531 3.02624239393814 3.76282307382489 4.7487121602121 1
5.74668008859524 2.95591040337293 2.90495279044316 4.98056508646809 1
